Name,Status,Amount,Internal ID,Item
Medxcel,Paid In Full,3093.75,10115,TesiraFORTE X 400
Medxcel,Paid In Full,4583.75,10115,UC-CX100-T
"City of Madeira, OH",Paid In Full,500.00,2953,25291BGY1000
"City of Madeira, OH",Paid In Full,1880.00,2953,MISC. MATERIAL
"City of Madeira, OH",Paid In Full,4368.00,2953,MX418D/C
"City of Madeira, OH",Paid In Full,2560.00,2953,Onsite Installation
"City of Madeira, OH",Paid In Full,1920.00,2953,Programming
"City of Madeira, OH",Paid In Full,518.70,2953,Tesira AMP-450P
"City of Madeira, OH",Paid In Full,964.60,2953,Tesira EEC-4
"City of Madeira, OH",Paid In Full,1224.60,2953,Tesira EX-LOGIC
"City of Madeira, OH",Paid In Full,1227.20,2953,Tesira EX-MOD
"City of Madeira, OH",Paid In Full,.00,2953,TesiraCONNECT TC-5
"City of Madeira, OH",Paid In Full,2403.70,2953,TesiraFORTE AVB CI
"City of Madeira, OH",Paid In Full,80.00,2953,XLRF-D
AtriCure,Paid In Full,1017.17,9944,1053980
AtriCure,Paid In Full,1017.17,9944,1053980
AtriCure,Paid In Full,140.00,9944,32060
AtriCure,Paid In Full,140.00,9944,32060
AtriCure,Paid In Full,467.50,9944,4010-0501
AtriCure,Paid In Full,4592.50,9944,6101-0501
AtriCure,Paid In Full,529.72,9944,7141594 CAT6ASHCMP
AtriCure,Paid In Full,529.72,9944,7141594 CAT6ASHCMP
AtriCure,Paid In Full,1225.00,9944,9120-0501
AtriCure,Paid In Full,2900.00,9944,9165-0501
AtriCure,Paid In Full,.00,9944,ADP-DAI-AU-1X0
AtriCure,Paid In Full,.00,9944,ADP-DAI-AU-1X0
AtriCure,Paid In Full,.00,9944,ADP-DAO-AU-0X1
AtriCure,Paid In Full,749.38,9944,Apple M2 Pro
AtriCure,Paid In Full,749.38,9944,Apple M2 Pro
AtriCure,Paid In Full,962.50,9944,CP4N
AtriCure,Paid In Full,962.50,9944,CP4N
AtriCure,Paid In Full,.00,9944,CUSTOM
AtriCure,Paid In Full,.00,9944,DAS0210
AtriCure,Paid In Full,2183.75,9944,DB50455EA
AtriCure,Paid In Full,2183.75,9944,DB50455EA
AtriCure,Paid In Full,375.00,9944,DBA13310EA-ADWP
AtriCure,Paid In Full,375.00,9944,DBA13310EA-ADWP
AtriCure,Paid In Full,2750.00,9944,Design Engineering
AtriCure,Paid In Full,900.00,9944,Design Engineering
AtriCure,Paid In Full,2750.00,9944,Design Engineering
AtriCure,Paid In Full,900.00,9944,Design Engineering
AtriCure,Paid In Full,9.69,9944,E-USB3AB-10
AtriCure,Paid In Full,9.69,9944,E-USB3AB-10
AtriCure,Paid In Full,1023.75,9944,Extended Support - Room License
AtriCure,Paid In Full,1023.75,9944,Extended Support - Room License
AtriCure,Paid In Full,6000.00,9944,Extended Support Agreement
AtriCure,Paid In Full,6000.00,9944,Extended Support Agreement
AtriCure,Paid In Full,642.68,9944,FCAV1U
AtriCure,Paid In Full,642.68,9944,FCAV1U
AtriCure,Paid In Full,630.00,9944,FT2-500-ELEC-PTL-B
AtriCure,Paid In Full,630.00,9944,FT2-500-ELEC-PTL-B
AtriCure,Paid In Full,568.13,9944,FT2A-CBLR-1T-HD
AtriCure,Paid In Full,568.13,9944,FT2A-CBLR-1T-HD
AtriCure,Paid In Full,258.75,9944,FT2A-CHGR-USBA/C
AtriCure,Paid In Full,258.75,9944,FT2A-CHGR-USBA/C
AtriCure,Paid In Full,27.50,9944,FT2A-PLT-BLANK-10
AtriCure,Paid In Full,27.50,9944,FT2A-PLT-BLANK-10
AtriCure,Paid In Full,27.50,9944,FT2A-PLT-KEY-10
AtriCure,Paid In Full,27.50,9944,FT2A-PLT-KEY-10
AtriCure,Paid In Full,206.25,9944,FT2A-PWR-US-3
AtriCure,Paid In Full,206.25,9944,FT2A-PWR-US-3
AtriCure,Paid In Full,482.50,9944,GSM4212PX-100NAS
AtriCure,Paid In Full,482.50,9944,GSM4212PX-100NAS
AtriCure,Paid In Full,316.25,9944,HD-DA2-4KZ-E
AtriCure,Paid In Full,316.25,9944,HD-DA2-4KZ-E
AtriCure,Paid In Full,275.00,9944,HD-MD4X1-4KZ-E
AtriCure,Paid In Full,275.00,9944,HD-MD4X1-4KZ-E
AtriCure,Paid In Full,734.38,9944,HD-RXC-4KZ-101
AtriCure,Paid In Full,734.38,9944,HD-RXC-4KZ-101
AtriCure,Paid In Full,734.38,9944,HD-TXC-4KZ-101
AtriCure,Paid In Full,734.38,9944,HD-TXC-4KZ-101
AtriCure,Paid In Full,.00,9944,MCH-888-001
AtriCure,Paid In Full,1000.00,9944,MISC. MATERIAL
AtriCure,Paid In Full,75.00,9944,MISC. MATERIAL
AtriCure,Paid In Full,4147.50,9944,MISC. MATERIAL
AtriCure,Paid In Full,75.00,9944,MISC. MATERIAL
AtriCure,Paid In Full,.00,9944,MNH73LL/A
AtriCure,Paid In Full,41.25,9944,MP-WP152-W
AtriCure,Paid In Full,41.25,9944,MP-WP152-W
AtriCure,Paid In Full,87.28,9944,MTM1U
AtriCure,Paid In Full,87.28,9944,MTM1U
AtriCure,Paid In Full,196.84,9944,MUF82AM/A
AtriCure,Paid In Full,196.84,9944,MUF82AM/A
AtriCure,Paid In Full,76.20,9944,OCCSFP6A
AtriCure,Paid In Full,76.20,9944,OCCSFP6A
AtriCure,Paid In Full,8550.00,9944,Onsite Installation
AtriCure,Paid In Full,1140.00,9944,Onsite Installation
AtriCure,Paid In Full,8550.00,9944,Onsite Installation
AtriCure,Paid In Full,1140.00,9944,Onsite Installation
AtriCure,Paid In Full,1238.75,9944,Parle TTM-X Black
AtriCure,Paid In Full,1238.75,9944,Parle TTM-X Black
AtriCure,Paid In Full,646.25,9944,Parle TTM-XEX Black
AtriCure,Paid In Full,646.25,9944,Parle TTM-XEX Black
AtriCure,Paid In Full,556.88,9944,PDX-615C-SP
AtriCure,Paid In Full,556.88,9944,PDX-615C-SP
AtriCure,Paid In Full,851.25,9944,PowerZone Connect 122
AtriCure,Paid In Full,851.25,9944,PowerZone Connect 122
AtriCure,Paid In Full,2500.00,9944,Programming
AtriCure,Paid In Full,2500.00,9944,Programming
AtriCure,Paid In Full,1660.30,9944,QM65C
AtriCure,Paid In Full,1660.30,9944,QM65C
AtriCure,Paid In Full,4272.56,9944,QM85C
AtriCure,Paid In Full,4272.56,9944,QM85C
AtriCure,Paid In Full,577.50,9944,SAROS IC6LPT-W-T-EACH
AtriCure,Paid In Full,577.50,9944,SAROS IC6LPT-W-T-EACH
AtriCure,Paid In Full,73.13,9944,SPKA-GRILLE-IC602-B
AtriCure,Paid In Full,73.13,9944,SPKA-GRILLE-IC602-B
AtriCure,Paid In Full,1546.88,9944,TesiraFORTE X 400
AtriCure,Paid In Full,1546.88,9944,TesiraFORTE X 400
AtriCure,Paid In Full,1134.38,9944,TS-1070-B-S
AtriCure,Paid In Full,1134.38,9944,TS-1070-B-S
AtriCure,Paid In Full,3000.00,9944,UVC86 Camera
AtriCure,Paid In Full,3000.00,9944,UVC86 Camera
AtriCure,Paid In Full,648.38,9944,XTM1U
AtriCure,Paid In Full,648.38,9944,XTM1U
Henny Penny,Paid In Full,30.08,9396,C2G10377
Henny Penny,Paid In Full,54.09,9396,CMA330
Henny Penny,Paid In Full,65.95,9396,CMA502
Henny Penny,Paid In Full,35.20,9396,CMS012
Henny Penny,Paid In Full,157.09,9396,CMS0406
Henny Penny,Paid In Full,2769.00,9396,E658
Henny Penny,Paid In Full,232.68,9396,FCA810
Henny Penny,Paid In Full,195.00,9396,Freight
Henny Penny,Paid In Full,624.66,9396,LCB1U
Henny Penny,Paid In Full,65.00,9396,MISC. MATERIAL
Henny Penny,Paid In Full,1456.00,9396,Onsite Installation
Henny Penny,Paid In Full,22.54,9396,STRUT JR
Top Drawer Components,Paid In Full,743.60,8792,75UR340C9UD
Top Drawer Components,Paid In Full,743.60,8792,75UR340C9UD
Top Drawer Components,Paid In Full,704.38,8792,AM3-111 KIT
Top Drawer Components,Paid In Full,704.38,8792,AM3-111 KIT
Top Drawer Components,Paid In Full,5.21,8792,C2G10376
Top Drawer Components,Paid In Full,5.21,8792,C2G10376
Top Drawer Components,Paid In Full,.00,8792,CX-30
Top Drawer Components,Paid In Full,420.00,8792,INSTALL
Top Drawer Components,Paid In Full,420.00,8792,INSTALL
Top Drawer Components,Paid In Full,6.61,8792,K64613WW
Top Drawer Components,Paid In Full,6.61,8792,K64613WW
Top Drawer Components,Paid In Full,26.46,8792,MISC. MATERIAL
Top Drawer Components,Paid In Full,59.00,8792,RLT2
Top Drawer Components,Paid In Full,59.00,8792,RLT2
Top Drawer Components,Paid In Full,125.26,8792,SHIPPING
Top Drawer Components,Paid In Full,125.26,8792,SHIPPING
Top Drawer Components,Paid In Full,24.71,8792,TT-COILS-PARENT
Top Drawer Components,Paid In Full,24.71,8792,TT-COILS-PARENT
Top Drawer Components,Paid In Full,575.00,8792,UC-SB1-CAM
Top Drawer Components,Paid In Full,575.00,8792,UC-SB1-CAM
"UPTOWN RENTAL PROPERTIES, LLC",Paid In Full,955.50,8739,Onsite Installation
"UPTOWN RENTAL PROPERTIES, LLC",Paid In Full,1001.00,8739,Onsite Installation
Merchants Bank,Paid In Full,1625.00,8799,CORE 110f-v2
Merchants Bank,Paid In Full,1625.00,8799,CORE 110f-v2
Merchants Bank,Paid In Full,820.00,8799,Extended Support Agreement
Merchants Bank,Paid In Full,820.00,8799,Extended Support Agreement
Merchants Bank,Paid In Full,162.50,8799,Freight
Merchants Bank,Paid In Full,162.50,8799,Freight
Merchants Bank,Paid In Full,384.63,8799,MISC. MATERIAL
Merchants Bank,Paid In Full,195.00,8799,MISC. MATERIAL
Merchants Bank,Paid In Full,186.63,8799,MISC. MATERIAL
Merchants Bank,Paid In Full,195.00,8799,MISC. MATERIAL
Merchants Bank,Paid In Full,1803.75,8799,NC-12x80
Merchants Bank,Paid In Full,1803.75,8799,NC-12x80
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,.00,8799,OFE
Merchants Bank,Paid In Full,1092.00,8799,Onsite Installation
Merchants Bank,Paid In Full,1092.00,8799,Onsite Installation
Merchants Bank,Paid In Full,741.00,8799,Programming
Merchants Bank,Paid In Full,741.00,8799,Programming
Merchants Bank,Paid In Full,420.00,8799,SLMST-110-P
Merchants Bank,Paid In Full,36.00,8799,SS-EMA-P-P *DISCONTINUED*
Merchants Bank,Paid In Full,360.00,8799,SS-EMA-S-P
Merchants Bank,Paid In Full,2383.55,8799,UC-CX100-T
Merchants Bank,Paid In Full,2383.55,8799,UC-CX100-T
CINCINNATI CHILDREN'S HOSPITAL,Paid In Full,1418.75,8972,55UN672MB
CINCINNATI CHILDREN'S HOSPITAL,Paid In Full,11.20,8972,CG00640
CINCINNATI CHILDREN'S HOSPITAL,Paid In Full,483.34,8972,DS-VW775-QR
CINCINNATI CHILDREN'S HOSPITAL,Paid In Full,150.00,8972,Freight
CINCINNATI CHILDREN'S HOSPITAL,Paid In Full,212.50,8972,HTMC-SW10-2
CINCINNATI CHILDREN'S HOSPITAL,Paid In Full,100.00,8972,MISC. MATERIAL
CINCINNATI CHILDREN'S HOSPITAL,Paid In Full,1020.00,8972,Onsite Installation
General Electric Aviation,Paid In Full,115.20,8952,0A68RP000-BK
General Electric Aviation,Paid In Full,8443.31,8952,10-2580-G
General Electric Aviation,Paid In Full,1601.79,8952,12G-CROSS
General Electric Aviation,Paid In Full,1171.88,8952,12GDA-R0
General Electric Aviation,Paid In Full,74.80,8952,1A68TPZA0
General Electric Aviation,Paid In Full,3790.55,8952,256450BK1000
General Electric Aviation,Paid In Full,116.25,8952,70-077-01
General Electric Aviation,Paid In Full,352.94,8952,7131100
General Electric Aviation,Paid In Full,1059.44,8952,7141594 CAT6ASHCMP
General Electric Aviation,Paid In Full,18743.40,8952,AV-UHS500PJ
General Electric Aviation,Paid In Full,4732.80,8952,AV-UHS5M6G
General Electric Aviation,Paid In Full,4709.12,8952,AW-RP150GJ5
General Electric Aviation,Paid In Full,54731.64,8952,AW-UE150WPJ
General Electric Aviation,Paid In Full,1905.60,8952,AW-UE4KG
General Electric Aviation,Paid In Full,97.20,8952,C2G10377
General Electric Aviation,Paid In Full,20.10,8952,C2G10378
General Electric Aviation,Paid In Full,182.93,8952,CN-BNC6-12G-50
General Electric Aviation,Paid In Full,8064.00,8952,Design Engineering
General Electric Aviation,Paid In Full,823.12,8952,GEN10-R0
General Electric Aviation,Paid In Full,4725.00,8952,GSM4230UP-100NAS
General Electric Aviation,Paid In Full,750.00,8952,HD-RX-4KZ-101 ***DISCONTINUED***
General Electric Aviation,Paid In Full,750.00,8952,HD-TX-4KZ-101
General Electric Aviation,Paid In Full,46.20,8952,KPS24BL
General Electric Aviation,Paid In Full,3375.00,8952,MISC. MATERIAL
General Electric Aviation,Paid In Full,15400.00,8952,Onsite Installation
General Electric Aviation,Paid In Full,1256.00,8952,SHIPPING
General Electric Aviation,Paid In Full,216.00,8952,U317
General Electric Aviation,Paid In Full,1854.40,8952,V-702W-12G
General Electric Aviation,Paid In Full,13.42,9162,29804
General Electric Aviation,Paid In Full,3360.00,9162,CTI-6075K+UH20
General Electric Aviation,Paid In Full,1573.95,9162,CTI-PCMOD-PC65-SMW
General Electric Aviation,Paid In Full,173.00,9162,MISC. MATERIAL
General Electric Aviation,Paid In Full,1092.00,9162,Onsite Installation
General Electric Aviation,Paid In Full,350.00,9162,SHIPPING
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,.00,3266,7131800
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,291.60,3266,AT-UHD-EX-100CE-RX
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,1237.50,3266,AT-UHD-SW-5000ED
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,224.44,3266,LTM1U
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,.00,3266,M2-HDSEM-M-06F
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,60.00,3266,NSH
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,1392.00,3266,NSL
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,5572.48,3266,QM85R / ALMO
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,842.40,3312,AT-HDVS-210H-TX-WP-KIT
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,224.44,3312,LTM1U
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,60.00,3312,NSH
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,1392.00,3312,NSL
VETERANS ADMINISTRATION N.I.D.S.,Paid In Full,2368.30,3312,QM65R / ALMO
Cable One,Paid In Full,352.94,8807,7131100
Cable One,Paid In Full,1120.00,8807,INSTALL
Cable One,Paid In Full,8.28,8807,KEY-C6-B
Cable One,Paid In Full,70.56,8807,MISC. MATERIAL
Cable One,Paid In Full,2.26,8807,PB-12000-W
PROCTER & GAMBLE GO,Paid In Full,1236.25,8798,E558
PROCTER & GAMBLE GO,Paid In Full,100.00,8798,Freight
PROCTER & GAMBLE GO,Paid In Full,50.00,8798,MISC. MATERIAL
PROCTER & GAMBLE GO,Paid In Full,1360.00,8798,Onsite Installation
PROCTER & GAMBLE GO,Paid In Full,98.75,8798,ST650
Gleason Electric,Paid In Full,146.05,9155,BA-1
Gleason Electric,Paid In Full,75.00,9155,Freight
Gleason Electric,Paid In Full,156.15,9155,LEM-3
Gleason Electric,Paid In Full,432.99,9155,MD35M
US District Court,Paid In Full,375.00,8716,Onsite Support
Alta Fiber,Paid In Full,2117.50,9514,TSW-1070-B-S
"American Financial Group, Inc.",Paid In Full,600.00,3025,CSP-LIR-USB
"American Financial Group, Inc.",Paid In Full,25.00,3025,SHIPPING
1st Baptist Shelbyville,Paid In Full,1838.70,9199,#CustomPart
1st Baptist Shelbyville,Paid In Full,108.18,9199,#CustomPart
1st Baptist Shelbyville,Paid In Full,91.38,9199,00720
1st Baptist Shelbyville,Paid In Full,100.00,9199,MISC. MATERIAL
1st Baptist Shelbyville,Paid In Full,97.50,9199,MISC. MATERIAL
1st Baptist Shelbyville,Paid In Full,687.70,9199,P3TR112GR-H20
1st Baptist Shelbyville,Paid In Full,500.00,9199,Professional Services
1st Baptist Shelbyville,Paid In Full,650.00,9199,Professional Services
1st Baptist Shelbyville,Paid In Full,75.00,9199,SHIPPING
1st Baptist Shelbyville,Paid In Full,65.00,9199,SHIPPING
EPIC Holistic Partners,Paid In Full,3.77,9214,54174
EPIC Holistic Partners,Paid In Full,3.77,9214,54174
EPIC Holistic Partners,Paid In Full,43.95,9214,60287
EPIC Holistic Partners,Paid In Full,25.97,9214,60287
EPIC Holistic Partners,Paid In Full,43.95,9214,60287
EPIC Holistic Partners,Paid In Full,25.97,9214,60287
EPIC Holistic Partners,Paid In Full,183.53,9214,7131100
EPIC Holistic Partners,Paid In Full,183.53,9214,7131100
EPIC Holistic Partners,Paid In Full,550.91,9214,7141594 CAT6ASHCMP
EPIC Holistic Partners,Paid In Full,550.91,9214,7141594 CAT6ASHCMP
EPIC Holistic Partners,Paid In Full,2199.45,9214,960-001308
EPIC Holistic Partners,Paid In Full,2199.45,9214,960-001308
EPIC Holistic Partners,Paid In Full,23.54,9214,C2G10376
EPIC Holistic Partners,Paid In Full,11.77,9214,C2G10376
EPIC Holistic Partners,Paid In Full,23.54,9214,C2G10376
EPIC Holistic Partners,Paid In Full,11.77,9214,C2G10376
EPIC Holistic Partners,Paid In Full,42.08,9214,C2G10379
EPIC Holistic Partners,Paid In Full,42.08,9214,C2G10379
EPIC Holistic Partners,Paid In Full,1.41,9214,C2G52107
EPIC Holistic Partners,Paid In Full,1.41,9214,C2G52107
EPIC Holistic Partners,Paid In Full,4.45,9214,C2G54301
EPIC Holistic Partners,Paid In Full,4.45,9214,C2G54301
EPIC Holistic Partners,Paid In Full,731.92,9214,CUSTOM QUOTE
EPIC Holistic Partners,Paid In Full,731.92,9214,CUSTOM QUOTE
EPIC Holistic Partners,Paid In Full,420.00,9214,Design Engineering
EPIC Holistic Partners,Paid In Full,420.00,9214,Design Engineering
EPIC Holistic Partners,Paid In Full,47.43,9214,FHB5149
EPIC Holistic Partners,Paid In Full,47.43,9214,FHB5149
EPIC Holistic Partners,Paid In Full,260.00,9214,HD-RX-4KZ-101 ***DISCONTINUED***
EPIC Holistic Partners,Paid In Full,130.00,9214,HD-RX-4KZ-101 ***DISCONTINUED***
EPIC Holistic Partners,Paid In Full,260.00,9214,HD-RX-4KZ-101 ***DISCONTINUED***
EPIC Holistic Partners,Paid In Full,130.00,9214,HD-RX-4KZ-101 ***DISCONTINUED***
EPIC Holistic Partners,Paid In Full,130.00,9214,HD-TX-4KZ-101
EPIC Holistic Partners,Paid In Full,130.00,9214,HD-TX-4KZ-101
EPIC Holistic Partners,Paid In Full,292.50,9214,HD-TX-4KZ-101-1G-B
EPIC Holistic Partners,Paid In Full,292.50,9214,HD-TX-4KZ-101-1G-B
EPIC Holistic Partners,Paid In Full,1462.13,9214,IFP6550
EPIC Holistic Partners,Paid In Full,1462.13,9214,IFP6550
EPIC Holistic Partners,Paid In Full,2520.00,9214,INSTALL
EPIC Holistic Partners,Paid In Full,2520.00,9214,INSTALL
EPIC Holistic Partners,Paid In Full,65.00,9214,MISC. MATERIAL
EPIC Holistic Partners,Paid In Full,65.00,9214,MISC. MATERIAL
EPIC Holistic Partners,Paid In Full,65.00,9214,MISC. MATERIAL
EPIC Holistic Partners,Paid In Full,65.00,9214,MISC. MATERIAL
EPIC Holistic Partners,Paid In Full,194.67,9214,NSL
EPIC Holistic Partners,Paid In Full,194.67,9214,NSL
EPIC Holistic Partners,Paid In Full,.00,9214,OFE
EPIC Holistic Partners,Paid In Full,.00,9214,OFE
EPIC Holistic Partners,Paid In Full,.00,9214,OFE
EPIC Holistic Partners,Paid In Full,.00,9214,OFE
EPIC Holistic Partners,Paid In Full,.00,9214,OFE
EPIC Holistic Partners,Paid In Full,.00,9214,OFE
EPIC Holistic Partners,Paid In Full,.00,9214,OFE
EPIC Holistic Partners,Paid In Full,570.00,9214,Project Management
EPIC Holistic Partners,Paid In Full,570.00,9214,Project Management
EPIC Holistic Partners,Paid In Full,133.38,9214,RLT2
EPIC Holistic Partners,Paid In Full,66.69,9214,RLT2
EPIC Holistic Partners,Paid In Full,133.38,9214,RLT2
EPIC Holistic Partners,Paid In Full,66.69,9214,RLT2
EPIC Holistic Partners,Paid In Full,364.23,9214,SHIPPING
EPIC Holistic Partners,Paid In Full,364.23,9214,SHIPPING
EPIC Holistic Partners,Paid In Full,357.50,9214,USB-EXT-2 KIT
EPIC Holistic Partners,Paid In Full,357.50,9214,USB-EXT-2 KIT
MAC SHACK CLIFTON,Paid In Full,45.61,8759,25292BBK1000
MAC SHACK CLIFTON,Paid In Full,9.93,8759,5745WH
MAC SHACK CLIFTON,Paid In Full,197.65,8759,7131100
MAC SHACK CLIFTON,Paid In Full,148.20,8759,MISC. MATERIAL
MAC SHACK CLIFTON,Paid In Full,1900.00,8759,NSL
MAC SHACK CLIFTON,Paid In Full,26.17,8759,PC-G1300-E-S-C
MAC SHACK CLIFTON,Paid In Full,149.66,8759,PM-660U
Indianapolis Zoo,Paid In Full,539.14,9035,AQ225BK1000
Indianapolis Zoo,Paid In Full,539.14,9035,AQ225BK1000
Indianapolis Zoo,Paid In Full,254.27,9035,AQ293BK1000
Indianapolis Zoo,Paid In Full,254.27,9035,AQ293BK1000
Indianapolis Zoo,Paid In Full,2176.50,9035,CONTROL 28-1
Indianapolis Zoo,Paid In Full,290.20,9035,CONTROL 28-1
Indianapolis Zoo,Paid In Full,713.98,9035,CONTROL SB2210
Indianapolis Zoo,Paid In Full,713.98,9035,CONTROL SB2210
Indianapolis Zoo,Paid In Full,1136.64,9035,CX-Q 2K4
Indianapolis Zoo,Paid In Full,1136.64,9035,CX-Q 2K4
Indianapolis Zoo,Paid In Full,11.80,9035,DB-XLR2F
